שם הצעת החוק,מדרג,מספר חוק,ניקוד,קישור להצעת החוק,הסבר הדירוג,הערות אחרות,הגיע להצבעה?,עבר?,יוזם ראשון,חתומים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הצעת חוק יום האחדות, התשפ""ב-2021",bignafcomp@gmail.com,פ/2218/24,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161288,התערבות בתכני החינוך ובזבוז קל של כספי משלמי המיסים,,1,0,ניר ברקת,קטי קטרין שטרית,יצחק פינדרוס,משה אבוטבול,חוה אתי עטייה,מכלוף מיקי זוהר,בצלאל סמוטריץ',שמחה רוטמן,דוד ביטן,איתמר בן גביר,פטין מולא,יואב קיש,אופיר סופר,מיכל וולדיגר,יעקב מרגי,עמיחי שיקלי,יולי יואל אדלשטיין,גלעד קריב,ניר אורבך,משה טור פז,נירה שפק,אמילי חיה מואטי,אמיר אוחנה,אבי דיכטר,יריב לוין,רם בן ברק,רות וסרמן לנדה,אלון טל,יעל רון בן משה,מופיד מרעי,ענבר בזק,לימור מגן תלם,צבי האוזר,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ניר ברקתקטי קטרין שטריתיצחק פינדרוסמשה אבוטבולחוה אתי עטייהמכלוף מיקי זוהרבצלאל סמוטריץ'שמחה רוטמןדוד ביטןאיתמר בן גבירפטין מולאיואב קישאופיר סופרמיכל וולדיגריעקב מרגיעמיחי שיקלייולי יואל אדלשטייןגלעד קריבניר אורבךמשה טור פזנירה שפקאמילי חיה מואטיאמיר אוחנהאבי דיכטריריב לויןרם בן ברקרות וסרמן לנדהאלון טליעל רון בן משהמופיד מרעיענבר בזקלימור מגן תלםצבי האוזרמשה ארבל
"הצעת חוק איסור הפליה במוצרים, בשירותים ובכניסה למקומות בידור ולמקומות ציבוריים (תיקון - הפליה מחמת מראה והתניית רישיון עסק באיסור הפליה), התשפ'ב-2021",,פ\24\2219,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161891,,,0,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק לתיקון פקודת הבנקאות (הגבלת עמלת פירעון מוקדם של הלוואה לדיור), התשפ'ב-2021",dup_laws_bot,פ\24\2220,-3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161914,"ראה חוק
פ/428/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081877",,0,0,שלמה קרעי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שלמה קרעי
"הצעת חוק הגבלת משקל בתעשיית הדוגמנות (תיקון - פיקוח ואכיפה), התשפ""ב-2021",bignafcomp@gmail.com,פ/2221/24,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2160969,מפקחים וקנסות לאכוף חוק של הממשלה שאומר לדוגמניות כמה הן אמורות לשקול,,1,0,לימור מגן תלם,יבגני סובה,יוליה מלינובסקי,אלכס קושניר,יוסף שיין,אלינה ברדץ' יאלוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,לימור מגן תלםיבגני סובהיוליה מלינובסקיאלכס קושניריוסף שייןאלינה ברדץ' יאלוב
"הצעת חוק המרכז להנצחת מורשתו של הנשיא יצחק נבון, התשפ'ב-2021",dup_laws_bot,פ\24\2222,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2162058,"כמו כל חוק הנצחה התנגדות לכפיית התשלום על משלמי המיסים. ראה חוק
פ/599/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2087071",,0,0,עידית סילמן,מאיר יצחק-הלוי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עידית סילמןמאיר יצחק-הלוי
"הצעת חוק הביטוח הלאומי (תיקון - תשלום דמי אבטלה לנשים שיצאו לחופשה ללא תשלום לאחר לידה מסיבות מוצדקות), התשפ""ב-2021",bignafcomp@gmail.com,פ/2223/24,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161726,"עם כל הכבוד לסיבות המוצדקות, הן לא מוצדקות לכפות מימון על משלמי המיסים",,1,0,עאידה תומא סלימאן,גבי לסקי,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאןגבי לסקינעמה לזימי
"הצעת חוק הסדרת העיסוק בייצוג דוגמנים, התשפ'ב-2021",,פ\24\2224,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161355,,,0,0,לימור מגן תלם,יבגני סובה,יוליה מלינובסקי,אלכס קושניר,יוסף שיין,אלינה ברדץ' יאלוב,שרון רופא אופיר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,לימור מגן תלםיבגני סובהיוליה מלינובסקיאלכס קושניריוסף שייןאלינה ברדץ' יאלובשרון רופא אופיר
"הצעת חוק המועצה להשכלה גבוהה (תיקון - איסור הגבלת גיל בהרשמה למוסד להשכלה גבוהה), התשפ""ב-2021",bignafcomp@gmail.com,פ/2225/24,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161876,"איסור הגבלה במוסד פרטי הוא אנטי-ליברלי, במוסד ממשלתי הוא ליברלי אך יגרום לעלויות טיפה יותר גבוהות. משתקלל לנייטרלי",,1,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק לתיקון פקודת הרוקחים (חיוב רישום רכיבי תמרוקים ומוצרי ניקיון), התשפ'ב-2021",dup_laws_bot,פ\24\2226,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161699,"מתפקיד המדינה למנוע הונאה, אך הצעת החוק הזו דורשת שרכיבי תמרוקים ומוצרי ניקיון יופיעו בהכרח על האריזה. ניתן בקלות לדרוש שהרכיבים יופיעו באינטרנט. כמו כן, כל העניין של מניעת הונאה אקטיבית, דהיינו דרישת מידע, הוא בעייתי. ראה חוק
פ/2365/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2147884",,0,0,לימור מגן תלם,יבגני סובה,אלכס קושניר,אלינה ברדץ' יאלוב,שרון רופא אופיר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,לימור מגן תלםיבגני סובהאלכס קושניראלינה ברדץ' יאלובשרון רופא אופיר
"הצעת חוק חינוך ממלכתי (תיקון - מעמד החינוך הממלכתי המשלב), התשפ'ב-2021",,פ\24\2227,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161579,,,0,0,ענבר בזק,קטי קטרין שטרית,סימון דוידסון,משה טור פז,יסמין פרידמן,אלון טל,אבתיסאם מראענה,מירב בן ארי,ולדימיר בליאק,לימור מגן תלם,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ענבר בזקקטי קטרין שטריתסימון דוידסוןמשה טור פזיסמין פרידמןאלון טלאבתיסאם מראענהמירב בן אריולדימיר בליאקלימור מגן תלם
"הצעת חוק עבודת הנוער (תיקון - עבודת נוער בהופעות וצילומים), התשפ""ב-2021 ",bignafcomp@gmail.com,פ/2228/24,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161404,"מחייב היתר העסקה מיוחד מהשר כדי להעסיק נוער בגילאי 15-17 בהופעות וצילומים. זה לא מתפקיד השר, אלא מתפקיד ההורים. ",,1,0,לימור מגן תלם,יבגני סובה,יוליה מלינובסקי,אלכס קושניר,אלינה ברדץ' יאלוב,שרון רופא אופיר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,לימור מגן תלםיבגני סובהיוליה מלינובסקיאלכס קושניראלינה ברדץ' יאלובשרון רופא אופיר
"הצעת חוק חינוך ממלכתי (תיקון - חינוך ממלכתי חרדי), התשפ'ב-2021",dup_laws_bot,פ\24\2229,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161593,"מערכת החינוך החרדית כיום חריגה באוטונומיה שלה. הצעת החוק הזו תכפה על משלמי המיסים לממן בתי ספר נוספים ואוטונומים פחות עבור כל 10 ילדים שהוריהם יחפצו בכך. ראה חוק
פ/1083/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2088057",,0,0,אלכס קושניר,יבגני סובה,יוליה מלינובסקי,יוסף שיין,לימור מגן תלם,אלינה ברדץ' יאלוב,שרון רופא אופיר,משה טור פז,עידית סילמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלכס קושניריבגני סובהיוליה מלינובסקייוסף שייןלימור מגן תלםאלינה ברדץ' יאלובשרון רופא אופירמשה טור פזעידית סילמן
"הצעת חוק חינוך ממלכתי (תיקון - הקניית ידע פיננסי וכישורי חיים), התשפ'ב-2021",,פ\24\2230,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161485,,,0,0,לימור מגן תלם,יבגני סובה,יוליה מלינובסקי,אלכס קושניר,אלינה ברדץ' יאלוב,שרון רופא אופיר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,לימור מגן תלםיבגני סובהיוליה מלינובסקיאלכס קושניראלינה ברדץ' יאלובשרון רופא אופיר
"הצעת חוק הביטוח הלאומי (תיקון - עבודה באולמות אירועים ובגני אירועים כעבודה מועדפת), התשפ'ב-2021",,פ\24\2231,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161215,,,0,0,לימור מגן תלם,יבגני סובה,יוליה מלינובסקי,אלכס קושניר,אלינה ברדץ' יאלוב,שרון רופא אופיר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,לימור מגן תלםיבגני סובהיוליה מלינובסקיאלכס קושניראלינה ברדץ' יאלובשרון רופא אופיר
"הצעת חוק הטבות לניצולי שואה (תיקון - תשלום קצבה חודשית במקום מענק שנתי), התשפ'ב-2021",dup_laws_bot,פ\24\2232,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161681,"לא ניתן לקבוע ראה חוק
פ/2201/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142209",,0,0,קטי קטרין שטרית,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,קטי קטרין שטרית
"הצעת חוק למניעת התעמרות בעבודה, התשפ'ב-2021",dup_laws_bot,פ\24\2233,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2162061,"אם ההתעמרות היא מעשה שהוא כבר עבירה על החוק, אין צורך בחוק הזה. אם מדובר בהתנהגות שלא מגיעה לרף עבירתי, אז זה משהו שהמעסיק יכול להפעיל את שיקול דעתו ואין מקום למחוקק להתערב. ראה חוק
פ/1352/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2082642",,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק שכר החיילים בשירות סדיר, התשפ''ב-2021",,פ\24\2234,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161569,,,0,0,יואב קיש,אבי דיכטר,צחי הנגבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב קישאבי דיכטרצחי הנגבי
"הצעת חוק הסיוע המשפטי (תיקון - סיוע משפטי לנפגעי אלימות במשפחה), התשפ'ב-2021",,פ\24\2235,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161889,,,0,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק רכזי ביטחון שוטפים צבאיים, התשפ'ב-2021",dup_laws_bot,פ\24\2236,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161537,"בטחון ראה חוק
פ/2432/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149433",,0,0,נירה שפק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נירה שפק
"הצעת חוק הוועדה לטיפול במשפחות נעדרים אזרחיים, התשפ""ב-2021",bignafcomp@gmail.com,פ/2237/24,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161695,"הצעת חוק מהגישה של ""טרגדיה קרתה אז מלשמי המיסים צריכים לשפוך עליה כסף"". החלקים של הסדרת ענייני רכוש נדרשים, אבל השאר לא לגיטמי מבחינה ליברלית.",,1,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק החלת ריבונות על בקעת הירדן, גוש עציון, גבעת זאב, מעלה אדומים, ביתר עילית ועפרה, התשפ'ב-2021",,פ\24\2238,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157758,,,0,0,קטי קטרין שטרית,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,קטי קטרין שטרית
"הצעת חוק ביטוח בריאות ממלכתי (תיקון - העברת תיק רפואי במעבר בין קופות חולים), התשפ'ב-2021",,פ\24\2239,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161680,,,0,0,קטי קטרין שטרית,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,קטי קטרין שטרית
"הצעת חוק להפסקת פעילות סוכנות הסעד והתעסוקה של האו""ם לפליטי פלסטין במזרח הקרוב (אונר""א), התשפ""ב-2021",bignafcomp@gmail.com,פ/2240/24,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161700,מדיני,,1,0,ניר ברקת,יצחק פינדרוס,משה אבוטבול,חוה אתי עטייה,מכלוף מיקי זוהר,בצלאל סמוטריץ',שמחה רוטמן,דוד ביטן,איתמר בן גביר,פטין מולא,יואב קיש,אופיר סופר,יעקב מרגי,עמיחי שיקלי,אבי מעוז,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ניר ברקתיצחק פינדרוסמשה אבוטבולחוה אתי עטייהמכלוף מיקי זוהרבצלאל סמוטריץ'שמחה רוטמןדוד ביטןאיתמר בן גבירפטין מולאיואב קישאופיר סופריעקב מרגיעמיחי שיקליאבי מעוז
"הצעת חוק לתיקון פקודת הסמים המסוכנים (שינוי הגדרת קנבוס), התשפ''ב-2021",,פ\24\2241,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161380,,,0,0,יואב קיש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב קיש
"הצעת חוק החזקת תכשיר אפינפרין במוסדות חינוך ובמקומות ציבוריים (תיקון - החזקת תכשיר אפינפרין בבית אוכל ואולם שמחות), התשפ'ב-2021",,פ\24\2242,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161488,,,0,0,לימור מגן תלם,יבגני סובה,אלכס קושניר,אלינה ברדץ' יאלוב,שרון רופא אופיר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,לימור מגן תלםיבגני סובהאלכס קושניראלינה ברדץ' יאלובשרון רופא אופיר
"הצעת חוק סימון רכיבים אלרגניים בתפריטים של בתי אוכל, התשפ'ב-2021",,פ\24\2243,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161225,,,0,0,לימור מגן תלם,יבגני סובה,יוליה מלינובסקי,אלכס קושניר,אלינה ברדץ' יאלוב,שרון רופא אופיר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,לימור מגן תלםיבגני סובהיוליה מלינובסקיאלכס קושניראלינה ברדץ' יאלובשרון רופא אופיר
"הצעת חוק פיקוח על מחירי מצרכים ושירותים (תיקון - פיקוח על מחיר לחם מלא), התשפ''ב-2021",,פ\24\2244,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161868,,,0,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק הסדרת השימוש בקנאביס למטרות רפואיות, התשפ""ב-2022",bignafcomp@gmail.com,פ/2245/24,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161915,"אסדרת קנאביס רפואי שכוללת רגולציה נוקשה, אך פפחות מהיום, גם כוללת איסור מפורש על גידול לשימוש עצמי",,1,0,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל
"הצעת חוק לתיקון פקודת התעבורה (קידום התחרות באמצעות תחבורה שיתופית מקוונת), התשפ'ב-2021",,פ\24\2246,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161079,,,0,0,איתן גינזבורג,יוראי להב הרצנו,עידית סילמן,ניר אורבך,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איתן גינזבורגיוראי להב הרצנועידית סילמןניר אורבך
"הצעת חוק זכויות הדייר בדיור הציבורי (תיקון - הגמשת אמות המידה לזכאות לדיור ציבורי), התשפ'ב-2021",,פ\24\2247,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159087,,,0,0,אורלי לוי אבקסיס,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אורלי לוי אבקסיס
